Ledgerstyle,county,geotype,Character2008,POP2010,WHITEONLY2010,BlackONLY2010,ASIANONLY2010,HISPANIC2010,_2010PopSqMile,POP2000,StateLegDISTRICT2011,2010FIPS,2000FIPS,EMPTY,Statemuniname,1968statecode,TreasuryTaxationcode03,Federalcode03,2003LegislativeDistrict,AlternateCountyCodestate,COUNTY00,muniname06,njmuncode,DOEco_code,DOEdist_code,DOEco_name,DOEdis_name,DOEdfg,MUNICIPALITY,AREA_IN_SQUARE_Miles00WRONG,DENSITY_PER_Square_MileWRONG,Character10,SUMLEV10,GEOCOMP10,CHARITER10,CIFSN10,LOGRECNO10,REGION10,DIVISION10,STATE10,COUNTY10,COUNTYCC10,COUNTYSC10,COUSUB10,COUSUBCC10,COUSUBSC10,CBSA10,CBSASC10,METDIV10,CSA10,CD10,SLDU10,SLDL10,SDELM10,SDSEC10,SDUNI10,AREALAND10,AREAWATR10,AREAname10,FUNCSTAT10,GCUNI10,POP10010,HU10010,INTPTLAT10,INTPTLON10,LSADC10,STATENS10,COUNTYNS10,COUSUBNS10,PLACENS,CSASC10,MEMI10,PUMA10,RESERVED10,2010FIPS,SUMLEV00,LOGRECNO00,STATECE00,STATEFIPS00,COUNTYFIPS00,COUNTYSC00,COUSUBFIPS00,COUSUBCC00,COUSUBSC00,PLACE00,PLACECC00,PLACEDC00,MSACMSA00,MASC00,CMSA00,MACCI00,PMSA00,CD106,AREALAND00,AREAWATR00,NAME00,FUNCSTAT00,GCUNI00,POP10000,HU10000,INTPTLAT00,INTPTLON00,LSADC00,2000FIPS,LANDSQMI2010,WATRSQMI2010,TOTSQMI2010,_2010PopSqMile,LANDSQMILE2000,WATRSQMILE2000,TOTSQMILE2000,_2000PopSqMile
National Park,Gloucester,borough,Suburban,3036,2923,41,18,62,3023.191647,3205,3,3401549680,3401549680,,National Park Boro,812,812,34015060,3,H12,15,National Park,812,,,,,,National Park Boro,1,"3,036.00",Suburban ,60,0,0,  ,76219,1,2,34,15,H1,19,49680,C5,12,37980,23,15804,428,,,,,,,2600961,1160718,National Park borough                                                                     ,F,!,3036,1153,39.8672966,-75.1856214,21,1779795,882277,885314,        ,23,1,     ,                  ,3401549680,60,67373,22,34,15,19,49680,C5,12,     ,  ,9,6162,23,77,N,6160,  ,2578695,1146639,National Park borough                                                                     ,F,N,3205,1165,39867158,-75180201,21,3401549680,1.004236699,0.448155744,1.452392444,3023.191647,0.995639748,0.442719812,1.43835956,3219.035807
Newfield,Gloucester,borough                                                                          ,Rural Center,1553,1470,34,5,102,912.0149587,1616,3,3401551390,3401551390,,Newfield Boro,813,813,34015065,4,H13,15,Newfield,813,,,,,,Newfield Boro,1.71,908.2,Rural ,60,0,0,  ,76330,1,2,34,15,H1,19,51390,C5,10,37980,23,15804,428,,,,,,,4410291,7774,Newfield borough                                                                          ,F,!,1553,626,39.5508469,-75.0102582,21,1779795,882277,885319,        ,23,1,     ,                  ,3401551390,60,67490,22,34,15,19,51390,C5,10,     ,  ,9,6162,23,77,N,6160,  ,4400724,0,Newfield borough                                                                          ,F,N,1616,620,39548986,-75022057,21,3401551390,1.702822947,0.003001558,1.705824506,912.0149587,1.699129108,0,1.699129108,951.0754612
Paulsboro,Gloucester,borough                                                                         ,Suburban,6097,3322,2239,43,542,3216.382927,6160,3,3401557150,3401557150,,Paulsboro Boro,814,814,34015070,3,H14,15,Paulsboro,814,,,,,,Paulsboro Boro,2.09,"2,917.20",Suburban ,60,0,0,  ,76380,1,2,34,15,H1,19,57150,C5,13,37980,23,15804,428,,,,,,,4909601,1835508,Paulsboro borough                                                                         ,F,!,6097,2533,39.8399753,-75.2399603,21,1779795,882277,885344,        ,23,1,     ,                  ,3401557150,60,67538,22,34,15,19,57150,C5,13,     ,  ,9,6162,23,77,N,6160,  ,5079670,1706873,Paulsboro borough                                                                         ,F,N,6160,2628,39835563,-75241819,21,3401557150,1.895607624,0.708693631,2.604301255,3216.382927,1.961271635,0.659027378,2.620299013,3140.8194
Pitman,Gloucester,borough                                                                            ,Suburban,9011,8658,103,56,222,3976.121491,9331,4,3401559070,3401559070,,Pitman Boro,815,815,34015075,4,H15,15,Pitman,815,,,,,,Pitman Boro,2.26,"3,987.20",Suburban ,60,0,0,  ,76548,1,2,34,15,H1,19,59070,C5,13,37980,23,15804,428,,,,,,,5869635,108556,Pitman borough                                                                            ,F,!,9011,3705,39.7329417,-75.1306946,21,1779795,882277,885354,        ,23,1,     ,                  ,3401559070,60,67700,22,34,15,19,59070,C5,13,     ,  ,9,6162,23,77,N,6160,  ,5940420,68580,Pitman borough                                                                            ,F,N,9331,3653,39731347,-75129547,21,3401559070,2.26627884,0.041913708,2.308192548,3976.121491,2.293609082,0.026478887,2.32008797,4068.260835
South Harrison,Gloucester,township,Rural,3162,2896,160,38,98,201.6915617,2417,3,3401569030,3401569030,,South Harrison Twp.,816,816,34015080,3,H16,15,South Harrison,816,,,,,,South Harrison Twp.,15.63,202.3,Rural ,60,0,0,  ,76768,1,2,34,15,H1,19,69030,T1,12,37980,23,15804,428,,,,,,,40604287,139934,South Harrison township                                                                   ,A,!,3162,1056,39.6935957,-75.2537794,44,1779795,882277,882145,        ,23,1,     ,                  ,3401569030,60,67926,22,34,15,19,69030,T1,11,     ,  ,0,6162,23,77,N,6160,  ,40923929,54807,South Harrison township                                                                   ,A,N,2417,829,39698230,-75260472,44,3401569030,15.67740353,0.054028822,15.73143235,201.6915617,15.800818,0.021161102,15.8219791,152.9667642
Swedesboro,Gloucester,borough                                                                        ,Rural Center,2584,1804,388,35,441,3568.357268,2055,3,3401571850,3401571850,,Swedesboro Boro,817,817,34015085,3,H17,15,Swedesboro,817,,,,,,Swedesboro Boro,0.77,"3,355.80",Rural ,60,0,0,  ,76878,1,2,34,15,H1,19,71850,C5,12,37980,23,15804,428,,,,,,,1875521,88083,Swedesboro borough                                                                        ,F,!,2584,1004,39.7458837,-75.310947,21,1779795,882277,885415,        ,23,1,     ,                  ,3401571850,60,67998,22,34,15,19,71850,C5,11,     ,  ,9,6162,23,77,N,6160,  ,1880205,79794,Swedesboro borough                                                                        ,F,N,2055,860,39748125,-75311411,21,3401571850,0.724142737,0.034009038,0.758151775,3568.357268,0.72595124,0.030808637,0.756759877,2830.768634
Washington,Gloucester,township                                                                       ,Suburban,48559,42588,2825,1836,1774,2271.041278,47114,4,3401577180,3401577180,,Washington Twp.,818,818,34015090,4,H18,15,Washington,818,,,,,,Washington Twp.,21.65,"2,242.90",Suburban ,60,0,0,  ,76951,1,2,34,15,H1,19,77180,T1,16,37980,23,15804,428,,,,,,,55378662,565450,Washington township                                                                       ,A,!,48559,17810,39.7484244,-75.0690921,44,1779795,882277,882140,        ,23,1,     ,                  ,3401577180,60,68068,22,34,15,19,77180,T1,16,     ,  ,0,6162,23,77,N,6160,  ,55349555,321002,Washington township                                                                       ,A,Y,47114,16020,39745864,-75066798,44,3401577180,21.38182185,0.218321475,21.60014332,2271.041278,21.37058357,0.12393957,21.49452314,2204.619254
Wenonah,Gloucester,borough                                                                           ,Suburban,2278,2193,21,24,31,2342.754393,2317,5,3401578110,3401578110,,Wenonah Boro,819,819,34015095,3,H19,15,Wenonah,819,,,,,,Wenonah Boro,0.99,"2,301.00",Suburban ,60,0,0,  ,77693,1,2,34,15,H1,19,78110,C5,11,37980,23,15804,428,,,,,,,2518400,28539,Wenonah borough                                                                           ,F,!,2278,860,39.7905595,-75.1481606,21,1779795,882277,885434,        ,23,1,     ,                  ,3401578110,60,68685,22,34,15,19,78110,C5,11,     ,  ,9,6162,23,77,N,6160,  ,2521109,0,Wenonah borough                                                                           ,F,N,2317,860,39791813,-75149495,21,3401578110,0.972359718,0.01101897,0.983378688,2342.754393,0.973405668,0,0.973405668,2380.302556
West Deptford,Gloucester,township,Suburban,21677,19283,1414,415,731,1406.572363,19368,3,3401578800,3401578800,,West Deptford Twp.,820,820,34015100,3,H20,15,West Deptford,820,,,,,,West Deptford Twp.,16.18,"1,339.70",Suburban ,60,0,0,  ,77776,1,2,34,15,H1,19,78800,T1,15,37980,23,15804,428,,,,,,,39914882,6355897,West Deptford township                                                                    ,A,!,21677,9441,39.8420122,-75.1853971,44,1779795,882277,882148,        ,23,1,     ,                  ,3401578800,60,68763,22,34,15,19,78800,T1,14,     ,  ,0,6162,23,77,N,6160,  ,41169637,4816851,West Deptford township                                                                    ,A,N,19368,7999,39842613,-75173985,44,3401578800,15.41122276,2.454025656,17.86524841,1406.572363,15.89568639,1.859796648,17.75548304,1218.443767
Westville,Gloucester,borough                                                                         ,Urban Suburb,4288,3839,210,64,258,4186.967521,4500,5,3401580120,3401580120,,Westville Boro,821,821,34015105,5,H21,15,Westville,821,,,,,,Westville Boro,1.21,"3,543.80",Urban Center ,60,0,0,  ,78337,1,2,34,15,H1,19,80120,C5,12,37980,23,15804,428,,,,,,,2652485,915625,Westville borough                                                                         ,F,!,4288,1912,39.8689216,-75.1315842,21,1779795,882277,885440,        ,23,1,     ,                  ,3401580120,60,69165,22,34,15,19,80120,C5,12,     ,  ,9,6162,23,77,N,6160,  ,2497784,1015738,Westville borough                                                                         ,F,N,4500,1938,39868013,-75127564,21,3401580120,1.024130228,0.353524804,1.377655032,4186.967521,0.964399835,0.392178651,1.356578486,4666.114444
Woodbury,Gloucester,city                                                                             ,Urban Center,10174,6716,2534,130,1085,5064.049387,10307,5,3401582120,3401582120,,Woodbury City,822,822,34015110,5,H22,15,Woodbury,822,,,,,,Woodbury City,2.13,"4,776.50",Urban Center ,60,0,0,  ,78468,1,2,34,15,H1,19,82120,C5,14,37980,23,15804,428,,,,,,,5203452,129741,Woodbury city                                                                             ,F,!,10174,4456,39.8379065,-75.15153,25,1779795,882277,885447,        ,23,1,     ,                  ,3401582120,60,69278,22,34,15,19,82120,C5,14,     ,  ,9,6162,23,77,N,6160,  ,5380593,101466,Woodbury city                                                                             ,F,N,10307,4310,39837363,-75153056,25,3401582120,2.009064135,0.050093282,2.059157417,5064.049387,2.07745866,0.039176243,2.116634903,4961.35023
Woodbury Heights,Gloucester,borough,Suburban,3055,2840,104,50,74,2499.41193,2988,3,3401582180,3401582180,,Woodbury Heights Boro,823,823,34015115,5,H23,15,Woodbury Heights,823,,,,,,Woodbury Heights Boro,1.23,"2,483.70",Suburban ,60,0,0,  ,78694,1,2,34,15,H1,19,82180,C5,12,37980,23,15804,428,,,,,,,3165710,16055,Woodbury Heights borough                                                                  ,F,!,3055,1125,39.8133761,-75.1506172,21,1779795,882277,885448,        ,23,1,     ,                  ,3401582180,60,69507,22,34,15,19,82180,C5,12,     ,  ,9,6162,23,77,N,6160,  ,3175353,0,Woodbury Heights borough                                                                  ,F,N,2988,1045,39817013,-75153379,21,3401582180,1.222287516,0.00619887,1.228486387,2499.41193,1.2260107,0,1.2260107,2437.172857
Woolwich,Gloucester,township                                                                         ,Rural,10200,8276,1017,614,365,487.8271999,3032,3,3401582840,3401582840,,Woolwich Twp.,824,824,34015120,3,H24,15,Woolwich,824,,,,,,Woolwich Twp.,21.48,474.9,Rural ,60,0,0,  ,78785,1,2,34,15,H1,19,82840,T1,14,37980,23,15804,428,,,,,,,54154171,824288,Woolwich township                                                                         ,A,!,10200,3275,39.7432159,-75.3255794,44,1779795,882277,882144,        ,23,1,     ,                  ,3401582840,60,69609,22,34,15,19,82840,T1,12,     ,  ,0,6162,23,77,N,6160,  ,54246651,610832,Woolwich township                                                                         ,A,Y,3032,1026,39737177,-75309239,44,3401582840,20.90904321,0.31825939,21.2273026,487.8271999,20.94474994,0.235843564,21.1805935,144.7618143
Hudson County                                                                             ,Hudson,County                                                                             ,,634266,,,,,13731.37357,608975,,34017,34017,,,,,,,,17,,,,,,,,,,,,50,0,0,  ,79310,1,2,34,17,H1,20,     ,  ,  ,35620,23,35644,408,,,,,,,119634159,41755598,Hudson County                                                                             ,A,!,634266,270335,40.7313837,-74.0786266,6,1779795,882278,        ,        ,23,1,     ,                  ,34017,50,70007,22,34,17,20,     ,  ,  ,     ,  ,0,5602,23,70,N,3640,  ,120920280,40778898,Hudson County                                                                             ,A,Y,608975,240618,40740351,-74069000,6,34017,46.19100899,16.12192721,62.3129362,13731.37357,46.68758311,15.74482121,62.43240432,13043.61801
Bayonne,Hudson,city                                                                              ,Urban Suburb,63024,43618,5584,4861,16251,10858.27342,61842,31,3401703580,3401703580,,Bayonne City,901,901,34017005,31,J01,17,Bayonne,901,,,,,,Bayonne City,5.39,"11,692.80",Urban Center ,60,0,0,  ,79311,1,2,34,17,H1,20,3580,C5,17,35620,23,35644,408,,,,,,,15032906,13669489,Bayonne city                                                                              ,F,!,63024,27799,40.6624111,-74.1102284,25,1779795,882278,885151,        ,23,1,     ,                  ,3401703580,60,70008,22,34,17,20,3580,C5,17,     ,  ,9,5602,23,70,N,3640,  ,14571283,14576955,Bayonne city                                                                              ,F,Y,61842,26826,40666552,-74117680,25,3401703580,5.804237703,5.277819434,11.08205714,10858.27342,5.626004059,5.62819403,11.25419809,10992.17124
East Newark,Hudson,borough,Urban Suburb,2406,1516,46,188,1477,23532.0972,2377,32,3401719360,3401719360,,East Newark Boro,902,902,34017010,32,J02,17,East Newark,902,,,,,,East Newark Boro,0.1,"24,060.00",Urban Center ,60,0,0,  ,79886,1,2,34,17,H1,20,19360,C5,11,35620,23,35644,408,,,,,,,264809,54750,East Newark borough                                                                       ,F,!,2406,794,40.7519652,-74.1622016,21,1779795,882278,885199,        ,23,1,     ,                  ,3401719360,60,70571,22,34,17,20,19360,C5,11,     ,  ,9,5602,23,70,N,3640,  ,263884,49781,East Newark borough                                                                       ,F,Y,2377,799,40749901,-74161105,21,3401719360,0.102243331,0.021139094,0.123382425,23532.0972,0.101886186,0.019220552,0.121106739,23329.9536
Guttenberg,Hudson,town                                                                           ,Urban Suburb,11176,7537,537,818,7245,57116.00489,10807,32,3401728650,3401728650,,Guttenberg Town,903,903,34017015,33,J03,17,Guttenberg,903,,,,,,Guttenberg Town,0.2,"55,880.00",Urban Center ,60,0,0,  ,79915,1,2,34,17,H1,20,28650,C5,14,35620,23,35644,408,,,,,,,506788,120717,Guttenberg town                                                                           ,F,!,11176,4839,40.7927841,-74.0045723,43,1779795,882278,885235,        ,23,1,     ,                  ,3401728650,60,70600,22,34,17,20,28650,C5,14,     ,  ,9,5602,23,70,N,3640,  ,499714,114796,Guttenberg town                                                                           ,F,N,10807,4650,40793750,-74006541,43,3401728650,0.195671949,0.046609096,0.242281045,57116.00489,0.192940662,0.044322985,0.237263648,56012.03952
Harrison,Hudson,town                                                                             ,Urban Suburb,13620,7941,297,2217,6017,11319.31098,14424,32,3401730210,3401730210,,Harrison Town,904,904,34017020,32,J04,17,Harrison,904,,,,,,Harrison Town,1.2,"11,350.00",Urban Center ,60,0,0,  ,79973,1,2,34,17,H1,20,30210,C5,14,35620,23,35644,408,,,,,,,3116412,299297,Harrison town                                                                             ,F,!,13620,5228,40.7429573,-74.1529116,43,1779795,882278,885245,        ,23,1,     ,                  ,3401730210,60,70655,22,34,17,20,30210,C5,14,     ,  ,9,5602,23,70,N,3640,  ,3162950,245816,Harrison town                                                                             ,F,N,14424,5254,40745951,-74155096,43,3401730210,1.203253451,0.115559223,1.318812674,11319.31098,1.221221874,0.094910092,1.316131967,11811.12155
Hoboken,Hudson,city                                                                              ,Urban Suburb,50005,41124,1767,3558,7602,39212.01655,38577,33,3401732250,3401732250,,Hoboken City,905,905,34017025,33,J05,17,Hoboken,905,,,,,,Hoboken City,1.3,"38,465.40",Urban Center ,60,0,0,  ,80127,1,2,34,17,H1,20,32250,C5,17,35620,23,35644,408,,,,,,,3302874,1905368,Hoboken city                                                                              ,F,!,50005,26855,40.7452508,-74.0279257,25,1779795,882278,885257,        ,23,1,     ,                  ,3401732250,60,70801,22,34,17,20,32250,C5,16,     ,  ,9,5602,23,70,N,3640,  ,3304120,1814601,Hoboken city                                                                              ,F,Y,38577,19915,40744851,-74032941,25,3401732250,1.275246835,0.735666729,2.010913564,39212.01655,1.275727918,0.700621393,1.976349311,30239.20653
